NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
32,29,4055.66180,8483.11010,102.95830,13475.32160,30.96440,435.84200,0.000065128
32,30,4063.94840,8192.74060,98.54320,12113.19710,32.50420,462.18880,0.000024689
32,31,4470.68580,8996.68030,90.57090,12631.87140,30.49760,424.83500,0.000014648
32,32,4202.35530,9211.58450,106.18160,13521.63980,30.63170,407.50900,0.000012966
32,33,4078.20390,8467.55100,94.13900,12808.12590,27.98160,389.20780,0.000025316
32,34,4047.27550,8366.97650,103.66800,12404.95190,32.72550,460.19550,0.000005914
32,35,4593.60020,9113.56990,98.22740,15414.78500,30.74180,460.10870,0.000019877
32,36,4033.77740,9474.19740,109.22480,13004.47610,29.80490,415.11270,0.000010648
32,37,4506.04070,8861.36850,109.13110,12588.75290,37.50360,497.12010,0.000011646
32,38,5691.86050,12392.29230,141.97400,16688.72420,73.98420,650.75230,0.000018583
32,39,4545.08150,11126.97760,157.96040,17691.35710,30.98540,475.44420,0.000033981
32,40,4662.72300,8776.21460,89.06630,13222.24010,29.76960,577.42090,0.000026260
32,41,4284.17700,8581.18050,93.87670,12542.96570,29.02890,413.08600,0.000021989
32,42,4310.02350,11182.20480,120.15940,13846.07490,39.55300,419.15770,0.000017659
32,43,5548.28800,11499.61580,104.33920,18082.14440,28.96940,429.30860,0.000019006
32,44,5679.44300,11823.38670,110.08490,17417.27140,47.07190,567.85020,0.000010959
32,45,4828.56740,9864.63340,100.14170,13306.09350,34.27350,432.57760,0.000021742
32,46,4178.77680,8969.54990,100.29990,12855.81140,29.18930,456.08460,0.000015952
32,47,3875.67240,7957.82830,89.98780,11709.87440,27.49710,499.66770,0.000008680
32,48,3895.57460,7917.37640,91.00020,11672.03350,27.73250,392.51050,0.000017589
32,49,3898.61170,8691.55990,96.16830,12121.55870,31.51980,400.99960,0.000049096
32,50,3899.16370,7921.26460,89.95060,11705.79750,27.52880,399.92270,0.000011714
32,51,3873.24380,7939.75840,92.15780,11702.57810,27.40590,397.42810,0.000016176
32,52,3890.29610,7957.99030,88.14890,11664.94990,27.64190,391.01410,0.000012638
32,53,3993.85480,8945.87640,113.57920,12398.08120,30.59440,415.74370,0.000017322
32,54,4081.89760,8406.06900,102.09630,12468.17800,28.97990,425.91140,0.000011324
32,55,3895.45560,7939.38100,91.55960,11693.16200,27.59750,396.88430,0.000014091
32,56,3881.37720,7938.30200,88.45080,11733.96270,27.49590,404.62770,0.000066803
32,57,3892.86800,7926.05380,88.87410,11655.09310,27.43120,403.36920,0.000030484
32,58,3854.30010,7905.06270,89.41510,11637.95260,27.76830,388.35970,0.000077051
32,59,3882.93580,7935.19340,88.88570,11653.13630,31.09780,388.96720,0.000015963
32,60,3878.39070,7945.65560,88.49580,11725.88420,28.04120,399.43480,0.000007936
32,61,3893.83820,7895.15240,89.23470,11655.76380,27.80730,396.04380,0.000031055
32,62,3902.38970,7902.14490,90.87610,11674.54300,29.18450,397.14940,0.000032227
32,63,3879.83040,7899.87480,92.90990,11716.69560,27.95470,420.09300,0.000022734
32,64,3874.20410,7913.44520,88.05000,11641.13950,27.76820,394.64120,0.000023648
32,65,3870.88950,7928.00710,88.16110,11683.72420,31.15500,389.69390,0.000022389
32,66,3906.99440,7905.51660,90.39620,11697.78840,30.00210,396.90640,0.000011756
32,67,3938.08420,7920.36560,88.83090,11667.84020,29.77690,400.93180,0.000021184
32,68,3903.12730,7914.72510,89.25870,11692.84830,28.79420,409.49010,0.000014812
32,69,3910.66380,7923.11360,95.67050,11697.90680,27.83750,398.29260,0.000016870
32,70,3900.89980,7950.87910,89.18250,11681.01720,27.56640,393.36730,0.000017262
32,71,3894.56220,7959.86390,89.85450,11738.67740,28.11570,389.15130,0.000015717
32,72,3889.33240,7925.89780,88.44330,11755.01690,27.54320,395.00210,0.000021234
32,73,3899.20260,7939.37480,90.00520,11689.36890,27.42720,416.57330,0.000019148
32,74,3857.61720,7919.68430,89.34260,11632.21360,27.65160,393.10000,0.000019667
32,75,3823.51450,7752.25750,88.09190,11462.71920,27.58240,387.07770,0.000014383
32,76,3884.46300,7756.18170,88.82380,11410.15960,27.25740,391.50300,0.000034349
32,77,3809.54280,7780.16310,88.90350,11418.03270,27.24250,389.20030,0.000012437
32,78,3809.48830,7725.53290,88.65160,11427.47690,27.29900,390.89370,0.000011525
32,79,3887.36630,8139.63410,93.41660,13039.10520,35.77870,474.91110,0.000035474
32,80,4540.43060,9461.16240,121.05810,13526.01460,30.27710,534.15170,0.000012131
32,81,4263.45760,8625.21440,94.61830,12778.48730,28.24790,413.42930,0.000010793
32,82,4046.80780,8452.46050,100.45580,12551.94200,31.76100,444.27420,0.000019468
32,83,4937.77480,9999.53820,118.01560,13310.63420,30.46500,523.89250,0.000020429
32,84,4511.91560,9345.38910,96.55510,14207.19300,31.13550,453.37400,0.000012274
32,85,5051.78400,9635.19120,108.61330,14464.75230,33.27370,490.29930,0.000015997
32,86,4078.78750,8920.97310,95.44750,12363.34260,28.61490,442.71410,0.000064454
32,87,4437.59900,9052.74460,105.13670,12588.91110,28.83170,407.48920,0.000015852
32,88,5865.55600,9556.82820,98.54770,15411.53150,30.24760,460.10850,0.000016034
32,89,4726.64280,11100.90320,114.60720,13778.36620,32.14130,444.45520,0.000016676
32,90,4533.73900,9045.84740,99.89990,12692.73910,29.68450,503.36120,0.000050108
32,91,4430.98850,8739.09290,104.85790,12754.60210,35.35820,462.30380,0.000015805
32,92,4415.54320,8898.01510,104.00330,12958.17300,31.05320,409.98190,0.000029780
32,93,4586.25930,9737.47160,101.25130,15857.18070,34.22970,566.45290,0.000021647
32,94,4312.99530,8215.52510,92.48730,11984.41630,28.79050,397.09150,0.000025055
32,95,4620.03670,8861.53670,90.22830,12532.98870,37.94940,501.77590,0.000030347
32,96,4382.66630,8926.79620,92.39610,12485.77380,27.59450,391.78070,0.000027391
32,97,4062.34000,8250.44990,97.14020,12057.90030,30.04720,435.71690,0.000027176
32,98,4021.46370,8451.04910,102.00730,12499.54580,31.63580,416.02750,0.000027009
32,99,4444.73450,8516.70750,108.54090,12357.33280,27.77860,397.40620,0.000013943
